source,url,content
cnn,https://www.cnn.com/2024/02/04/politics/senate-border-foreign-aid-bill/index.html,"CNN — Senators unveiled a long-awaited border deal and foreign aid package with assistance for Ukraine and Israel on Sunday, paving the way for a key vote in the chamber this week in which the legislation is at risk of failing and, if it does pass, setting up a clash with the House. In a sign of the grim odds facing the legislation, Speaker Mike Johnson declared the deal “dead on arrival” in the House after the text was released Sunday evening. The deal gives the president far-reaching powers to significantly restrict illegal migrant crossings at the southern border. If passed, the agreement would mark a tough change to immigration law, which hasn’t been modified for decades. The sweeping $118.2 billion legislative package would also provide aid to key US allies abroad, including billions of dollars to support Ukraine in its fight against Russia and security assistance for Israel, as well as humanitarian assistance for civilians in Gaza, the West Bank and Ukraine. The border deal has placed one of the most vexing political issues at the center of President Joe Biden’s foreign policy agenda and forced him to take a tougher stance on an issue that has been a liability ahead of November. The compromise would implement strict limits along the US southern border that have not been previously enshrined into law and would, in effect, severely curtail asylum at the US-Mexico border, a break with decades-long protocol. The Rio Grande at the US-Mexico border on January 9, 2024 in Eagle Pass, Texas. John Moore/Getty Images Related article Key highlights of the Senate’s proposed border deal package It’s the product of months of bipartisan negotiations with a trio of senators – Democratic Sen. Chris Murphy of Connecticut, independent Sen. Kyrsten Sinema of Arizona and Sen. James Lankford of Oklahoma, one of the chamber’s most conservative Republicans. But former President Donald Trump and Johnson have attacked the border deal as too weak, and their opposition threatens to derail the legislation. “If this bill reaches the House, it will be dead on arrival,” Johnson wrote on X. House Majority Leader Steve Scalise slammed the border deal on Sunday evening and said it will not get a vote in the chamber, a move that will ramp up pressure even further on Senate Republicans and could convince on-the-fence Republicans to vote against it knowing the measure won’t even be considered on the House floor. “Let me be clear: The Senate Border Bill will NOT receive a vote in the House,” the Louisiana Republican wrote on X. According to the Senate Appropriations Committee, the bill includes roughly $60 billion to support Ukraine in its war against Russia, $14.1 billion in security assistance for Israel, and $20.23 billion for operational needs and capabilities at the border and to provide resources for the new border policies – an amount that rises above the $14 billion Biden initially requested for border security. The package also includes billions of dollars for regional partners in the Indo-Pacific. Biden said in a statement Sunday that he “strongly supports” the Senate border bill, calling it “the toughest and fairest set of border reforms in decades.” If Congress is unable to pass the legislative package, senators will have to decide whether to try to pass aid to Ukraine, Israel and Taiwan separately from border and immigration measures. Johnson announced Saturday that the House will vote this week on a standalone bill providing aid for Israel. The Louisiana Republican called on the Senate to take up that bill swiftly, ratcheting up pressure on senators to abandon their efforts to keep Israel aid linked with other issues. It’s unclear whether a foreign aid package would be able to pass on its own as many Senate Republicans have demanded tighter border security in exchange for aid to those allies. Senate on track for key vote this week The Senate is expected to hold a key test vote on the package no later than Wednesday, but that initial vote – on whether to begin debate – would require 60 votes to pass, and it’s unclear whether there will be sufficient support to clear the hurdle. Republican senators risk defying Trump if they vote in favor and may be even more reluctant to do so now that Johnson has signaled the package would be dead on arrival in the House. Not long after the deal was released, some Republican senators, including Sen. Marsha Blackburn of Tennessee, indicated they would not support it. Sen. Mike Lee of Utah also slammed the agreement in a series of posts on X, saying “no self-respecting Senator should agree to vote on this 370-page bill this week.” Senate Minority Leader Mitch McConnell said in a statement that “the Senate must carefully consider the opportunity in front of us and prepare to act,” and thanked Lankford “for working tirelessly to ensure that supplemental national security legislation begins with direct and immediate solutions to the crisis at our southern border.” The US Capitol in Washington, DC, on January 31, 2024. Julia Nikhinson/AFP/Getty Images Related article READ: Text of senators’ proposed border deal and foreign aid package Senate Majority Leader Chuck Schumer said on a press call that he is “confident the majority of senators want to get this done,” adding, “to do so we need to shut out the noise.” The New York Democrat called the agreement “a monumental step towards strengthening America’s national security abroad and along our borders,” and said, “frankly, I have never worked more closely with Leader McConnell on any piece of legislation as we did on this. We both realized the gravity of the situation and how important passage is both for the United States and the world.” Senate GOP Whip John Thune was noncommittal last week when asked whether there will be enough support from Senate Republicans to overcome Trump’s opposition. “I don’t know the answer to that yet,” Thune, the GOP’s chief vote counter, told CNN’s Manu Raju. Thune argued that “there’s a lot of really good conservative border policy” in the deal, but he also noted, “It’s become a target … and in the end you want to make law.” In recent weeks, Trump has been lobbying Republicans both in private and public to oppose the deal, according to GOP sources familiar with the conversations – in part because he wants to campaign on the issue and doesn’t want Biden to score a victory in an area where he is politically vulnerable. In contrast, Biden has endorsed the border deal, saying in a statement at the end of last month that it would give him as president “a new emergency authority to shut down the border when it becomes overwhelmed,” and vowing to use that authority immediately if the bill becomes law. Biden’s embrace of tougher border measures comes as he attempts to fend off Trump’s attacks over immigration policy ahead of the election, but risks putting the president at odds with progressive allies. In a move highlighting the tensions around the issue, GOP governors from around the country joined Texas Gov. Greg Abbott in Eagle Pass on Sunday in a show of support for Texas’ program for securing the border. “We are here to send a loud and clear message that we are banding together to fight to ensure that we will be able to maintain our constitutional guarantee that state’s will be able to defend against any type of imminent danger or invasion,” Abbott said. What’s in the border deal The deal will grant the Department of Homeland Security new emergency authority to clamp down on border crossings if daily average migrant encounters reach 4,000 over a one-week span. Once the authority is triggered, the DHS secretary could decide to largely bar migrants from seeking asylum if they crossed the border unlawfully. If migrant crossings increased above 5,000 on average per day on a given week, DHS would be required to use the authority. The authority sunsets after three years. Migrants could still seek asylum at a port of entry. The bill would codify a process that requires the government to process 1,400 asylum applications at ports of entry, while also raising the standard for asylum and expediting the process. Those who didn’t qualify for asylum will be swiftly deported. Taken together, the Senate deal aims to speed up the asylum process to consider cases within six months — compared with the current system, under which it can take up to 10 years for asylum seekers. It would also make it more difficult for migrants to prove they’re eligible for asylum. It’s unlikely that the deal could take immediate effect even if it were to pass, as it would require immense resources, including the hiring of additional personnel, which often takes months. As the deal has come under attack on the far right, Senate negotiators have attempted to dispel what they say are misrepresentations of the agreement. Conservatives have argued the Senate’s package would allow thousands of migrants to enter the US every day – a line of attack negotiators have pushed back. “We believe that by quickly implementing this system, individuals who come for economic reasons will learn very quickly that this is not a path to enter our country and will not take the sometimes dangerous or treacherous trek to our border,” Sinema, who has lived her life close to the Mexican border, said on CBS on Sunday. Lankford has also rejected claims that the deal would give blanket permission for migrants to enter the United States and said the bill is not a “betrayal” as Trump has told supporters. Trump, meanwhile, has argued that Republicans should not accept any kind of compromise and that a bill is not necessary, while Johnson has railed against the deal. At a recent news conference, Johnson denied pushing to kill the Senate border deal to help Trump on the campaign trail, but the speaker said he has spoken to Trump “at length.” “I have talked to former President Trump about this issue at length and he understands that we have a responsibility to do here,” Johnson told CNN. This story has been updated with additional information. CNN’s Manu Raju, Morgan Rimmer, Melanie Zanona, Sara Smart, Rosa Flores and Sara Weisfeldt contributed to this report."
cnn,https://www.cnn.com/2024/02/03/politics/strikes-us-uk-houthi-yemen/index.html,"CNN — The US and UK have conducted strikes on Houthi targets in Yemen from air and surface platforms, including fighter jets, with the support of several other countries. At least 30 targets were struck across at least 10 locations, according to two US officials. The targets included command and control; an underground weapons storage facility; and other weapons used by the Houthis to target international shipping lanes, one official said. “Our aim remains to de-escalate tensions and restore stability in the Red Sea but let us reiterate our warning to Houthi leadership: we will not hesitate to continue to defend lives and the free flow of commerce in one of the world’s most critical waterways in the face of continued threats,” the US and UK said in a joint statement with Australia, Bahrain, Canada, Denmark, the Netherlands and New Zealand. Two US destroyers fired Tomahawk missiles as part of the strikes on Houthi targets in Yemen, a US official told CNN. The USS Gravely and USS Carney, both of which are Arleigh Burke-class guided missile destroyers, fired the land-attack cruise missiles during the operation. F/A-18 fighter jets from the USS Dwight D. Eisenhower aircraft carrier also took part in the strikes, officials said. Earlier Saturday, the US struck six Houthi anti-ship cruise missiles before they were launched toward the Red Sea, US Central Command said. The strikes on consecutive days come as the Biden administration has adopted a “multi-tiered” response to a drone attack that killed three US service members and wounded scores more last weekend. US-led coalition conducts airstrikes in Yemen in response to the Houthi aggression at the Red Sea on February 3, 2024. US Central Command Seeking to avoid a regional war with Tehran, the US has not targeted Iran directly, instead going after some of its most powerful proxies in the region. It is an indirect way of trying to send a message to Iran’s leadership, which has grown increasingly nervous about the actions of some of the militant organizations it backs, CNN has reported. Iran funds, arms and supplies these groups to different degrees, but its leadership does not control them directly. The strikes in Yemen are distinct from the attacks in Iraq and Syria: The former is a response to ongoing Houthi attacks on international shipping lanes and US warships in the Red Sea, while the latter is a retaliation for a deadly attack on US troops. But both target Iranian-backed groups in the Middle East. US Defense Secretary Lloyd Austin said the most recent strikes “are intended to further disrupt and degrade the capabilities” of the Houthi militia. “This collective action sends a clear message to the Houthis that they will continue to bear further consequences if they do not end their illegal attacks on international shipping and naval vessels,” Austin said in a statement Saturday. “We will not hesitate to defend lives and the free flow of commerce in one of the world’s most critical waterways.” President Joe Biden gave the green light for Saturday’s strikes earlier in the week, according to two senior administration officials who stressed to CNN that the US doesn’t want escalation and the strikes are in direct response to the actions by the Houthis. Biden conceded last month that previous strikes against the Houthis did not deter the rebel group but made clear that the strikes will continue. Meanwhile, Mohammed Al Bukhaiti, a top member of the Houthi Political Council, said in a statement Saturday, “The US-British coalition’s bombing of a number of Yemeni provinces will not change our position, and we affirm that our military operations against Israel will continue until the crimes of genocide in Gaza are stopped and the siege on its residents is lifted, no matter the sacrifices it costs us.” On Friday, the US carried out separate, unilateral strikes against four sites in Syria and three in Iraq, hitting more than 85 targets, including command and control centers, intelligence centers and weapons facilities. “We believe that the strikes were successful,” National Security Council spokesman John Kirby said following the operation. But the Biden administration vowed there would be further actions taken against Iranian-backed groups in Iraq and Syria. Austin said in a statement that the US strikes on Friday were “the start of our response.” Neither the White House nor the Pentagon would telegraph exactly when the next stages of the response would play out. US-led coalition conducts airstrikes in Yemen in response to the Houthi aggression at the Red Sea on February 3, 2024. US Central Command Almost exactly 24 hours after the first US weapons hit their targets in Iraq and Syria, the US carried out more strikes in Yemen. Saturday’s strikes are the third time in recent weeks the US and UK attacked Houthi targets as part of a joint operation. On January 11, the two militaries struck approximately 30 Houthi sites. Less than two weeks later, the US and UK struck another eight sites. The previous strikes targeted Houthi weapons storage facilities and radar sites in an attempt to disrupt the ability of the Iran-backed rebel group to attack international shipping lanes in the Red Sea and the Gulf of Aden, some of the world’s most critical waterways. But the Houthis have remained defiant, vowing after the last round of US-led strikes they are “more determined to confront” what they called the US and UK “aggressors.” In addition to the larger scale strikes on Houthi targets, the US has carried out smaller attacks on Houthi weaponry. On Friday, US forces struck four Houthi drones that US Central Command says were prepared to launch and posed an “imminent threat” to shipping lanes and US warships. The same day, US forces, including a guided missile destroyer and an F/A-18 fighter jet, shot down a total of eight drones over the Red Sea and the Gulf of Aden. This story has been updated with additional information. CNN’s Kaanita Iyer and Priscilla Alvarez contributed to this report."
cnn,https://www.cnn.com/2024/02/04/politics/senate-border-bill-takeaways/index.html,"CNN — The Senate’s border deal and foreign aid package , released Sunday, would implement strict limits along the US southern border that have not been previously enshrined into law and would, in effect, severely curtail asylum at the US southern border, a break from decades-long protocol. If passed, the bill would dramatically change immigration law for the first time in decades. The package paves the way for a key vote in the chamber this week in which the legislation is at risk of failing and, if it does pass, setting up a clash with the House. It’s unlikely that the deal could take immediate effect even if it were passed, as it would require an immense number of resources, including the hiring of additional personnel, which often takes months. Here are the key changes included in the bill: — New emergency authority to restrict border crossings if daily average migrant encounters reach 4,000 over a one-week span. If that metric is reached, the Homeland Security secretary could decide to largely bar migrants from seeking asylum if they crossed the border unlawfully. If migrant crossings increase above 5,000 on average per day on a given week, DHS is required to use the authority. If encounters reach 8,500 in one day, the department is required to trigger the authority. But the federal government is limited in how long it can use the authority. In the first year, the government can use it for 270 days, then 225 calendar days in the second year, and 180 days in the third year. The authority sunsets after three years. — Codifies a policy that requires the government to process at least 1,400 asylum applications at ports of entry when the emergency authority is triggered. The US Capitol in Washington, DC, US, on Tuesday, Jan. 16, 2024. Valerie Plesch/Bloomberg/Getty Images Related article Senators unveil border deal and foreign aid package for Ukraine and Israel ahead of key vote — Raises the legal standard of proof to pass the initial screening for asylum, making it potentially more difficult for asylum seekers to pass. — Expedites the asylum processing timeline from years to six months. — Introduces a new process in which US Citizenship and Immigration Services would decide an asylum claim without it going through the immigration court system. The process doesn’t apply to unaccompanied migrant children. — Preserves the president’s authority to designate humanitarian parole on a case-by-case basis. President Joe Biden has used the authority for Ukrainians, Afghans, Cubans, Venezuelans and Haitians, among other populations. — Includes limited changes that narrow the use of parole at land borders. — Authorizes 250,000 additional immigrant visas to spread out over five years for families and applies to employment-based immigrants. — Provides a pathway to citizenship for Afghans paroled into the United States after the US’ withdrawal from Afghanistan and extends the special immigrant visa program for Afghans who worked for the US government."
cnn,https://www.cnn.com/2024/02/04/politics/read-text-senate-border-foreign-aid-israel-ukraine/index.html,"CNN — On Sunday night, senators unveiled a long-awaited border deal and foreign aid package with assistance for Ukraine and Israel, paving the way for a key vote in the chamber. Read the text of the bill here:"
cnn,https://www.cnn.com/2024/02/04/politics/ronna-mcdaniel-rnc-trump/index.html,"CNN — Former President Donald Trump suggested in an interview aired Sunday that he thought there would likely be changes at the Republican National Committee, which is led by Chairwoman Ronna McDaniel. “I think she did great when she ran Michigan for me. I think she did OK initially in the RNC. I would say right now there’ll probably be some changes made,” Trump told Fox News’ Maria Bartiromo on “Sunday Morning Futures.” His comments came in response to a question about how he thought McDaniel was performing. Last week, the Republican National Committee reported its lowest cash on hand figure since 2014, according to FEC filings . The RNC had just $8 million in the bank at the end of December, the lowest figure since it reported about $5 million in cash on hand in 2014 . The committee was outraised by the Democratic National Committee, which raised about $40 million to its GOP counterpart’s $20 million during the fourth quarter of last year. And the DNC held a large cash advantage over the RNC, reporting about $21 million banked. McDaniel has also faced criticism from some Republicans after the GOP underperformed in the 2022 midterms and lost on several high-profile ballot questions in 2023. Former presidential candidate Vivek Ramaswamy sharply criticized McDaniel at a GOP presidential debate and said the GOP was “a party of losers” after Republicans “got trounced” in high-profile elections in November in Ohio, Virginia and Kentucky. Ramaswamy blamed McDaniel for Republican underperformance dating to 2018. The 2024 Republican National Committee winter meeting in Las Vegas, which wrapped this weekend, highlighted divisions within the group over whether to blame 2022’s disappointing results on McDaniel or on Trump. Some RNC members at the event were frustrated by criticisms of McDaniel, arguing that Trump’s legal issues could hurt rest of the GOP ticket in 2024. Others, meanwhile, took aim at McDaniel’s handling of the organization’s budget and finances. As chair of the Michigan GOP during the 2016 presidential election, McDaniel worked to deliver the key state for Trump — the first time a Republican presidential candidate had won Michigan in almost 30 years. McDaniel had the former president’s backing when she first ran for party chair in 2017; last year, she was elected to a fourth consecutive term . Trump did not back a candidate in that race, stating that McDaniel and Harmeet Dhillon , an RNC committeewoman from California and attorney who has represented Trump , should “fight it out.” McDaniel, meanwhile, has remained loyal to the former president during the 2024 presidential campaign, calling for his GOP rival Nikki Haley to drop out after her defeats in Iowa and New Hampshire. “We need to unite around our eventual nominee, which is Donald Trump,” McDaniel told Fox News last month. CNN’s Jack Forrest, Daniel Strauss , Dana Bash , Maeve Reston and Jeff Zeleny contributed to this report."
cnn,https://www.cnn.com/2024/02/04/politics/us-damage-assessment-syria-iraq/index.html,"CNN — The US destroyed or damaged 84 out of 85 targets in its sweeping series of airstrikes on Friday in Syria and Iraq, according to two US defense officials, with no indications of Iranian casualties. All but one of the 85 targets were “destroyed or functionally damaged,” the officials said, citing a preliminary battlefield damage assessment. A complete post-strike analysis is still underway, but one official said there are no indications that members of Iran’s Islamic Revolutionary Guard Corps were killed as part of the operations. President Joe Biden told reporters traveling with him to Nevada Sunday that the strikes are working to deter and disrupt militant groups’ operations in the region. In response to a drone attack that killed three US service members and wounded scores more in Jordan last weekend, the US targeted facilities and weapons used by Iran’s Islamic Revolutionary Guard Corps and Iran-backed militias in Iraq and Syria. Video Ad Feedback Expert: This is why using B-1 bombers in strike is a big deal 01:19 - Source: CNN It marked the first time the US has carried out strikes in both countries simultaneously. In Iraq, the US targeted al-Qaim and Akashat near the border with Syria. And in Syria, the US struck near al-Barum, Deir ez-Zur and al-Mayadin.  The target list included command and control centers, intelligence centers, rockets, missile, drone storage facilities and more. On Friday, in a briefing with reporters after the strikes, Lt. Gen. Douglas Sims, the director of the Joint Staff, said the targets were chosen “with an idea that there would likely be casualties associated with people inside those facilities.” The Biden administration has faced criticism that it waited too long to respond to the deadly drone strike in Jordan, which gave the Iran-backed militias in Iraq and Syria time to move their personnel. Sims said on Friday that good weather conditions for the operation weren’t present until Friday night. Biden and Defense Secretary Lloyd Austin said the strikes, far larger than previous US operations in Iraq or Syria, were only the start of the US response. National security adviser Jake Sullivan told CNN’s Dana Bash on “ State of the Union ” earlier Sunday that the US retaliation for the strike that killed three US service members was not over. Sullivan called the Friday strikes the “beginning of our response and there will be more steps to come.” Since the US strikes, there has been one attack on Saturday against US forces at Mission Support Site Euphrates, also known as the Conoco oil fields, according to one of the defense officials. The attack consisted of two rockets launched against the site, with no injuries or damage reported."
cnn,https://www.cnn.com/2024/02/04/politics/nikki-haley-texas-secede-us/index.html,"CNN — Republican presidential candidate Nikki Haley on Sunday walked back her previous comment that Texas could secede from the US if it decided to do so. “No. According to the Constitution, they can’t,” Haley told CNN’s Dana Bash on “State of the Union” when asked whether she thought the Lone Star State had a right to secede. “What I do think they have the right to do is have the power to protect themselves and do all that. Texas has talked about seceding for a long time. The Constitution doesn’t allow for that,” she said. “But what I will say is  …  Where’s that coming from? That’s coming from the fact that people don’t think that government is listening to them.” Her comments mark a turnaround from remarks she made last week, when Haley told radio host Charlemagne tha God that “if Texas decides they want to do that, they can do that.” “If that whole state says ‘We don’t want to be part of America anymore,’ I mean that’s their decision to make,” Haley said on “The Breakfast Club.” Haley’s comments last week echoed the stance she articulated in a 2013 interview in which she said she believed that, under the Constitution, states have the right to secede from the rest of the country. The Supreme Court ruled in 1869 that states do not have a constitutional right to unilaterally secede. Haley drew considerable backlash in December when she didn’t mention slavery as a cause of the Civil War during a town hall in New Hampshire. She later sought to clarify her comments, stating: “I mean, of course the Civil War was about slavery.” The former South Carolina governor is facing intense pressure to drop out of the 2024 GOP primary after losing the first two contests of the Republican primary cycle to former President Donald Trump. Still, her campaign brought in $16.5 million in new donations in January, making it Haley’s best month of fundraising to date, according to campaign spokesperson Olivia Perez-Cubas. Haley has said that while she doesn’t need to beat Trump in her home state’s Republican presidential primary later this month, the results need to be better for her than they were in New Hampshire. This story has been updated with additional information."
cnn,https://www.cnn.com/2024/02/04/politics/china-trump-tariffs-taiwan/index.html,"CNN — Former President Donald Trump said Sunday he would consider imposing a tariff upward of 60% on all Chinese imports if he regains the presidency. His remarks come at a time of high economic and other tensions between the US and China . “No, I would say maybe it’s going to be more than that,” Trump said when asked by Fox News’ Maria Bartiromo on “Sunday Morning Futures” whether he would consider imposing a 60% tariff, as The Washington Post has reported. As president, Trump slapped tariffs of 25% on $50 billion of Chinese goods in June 2018. Beijing countered with its own tariffs, and the spiral continued until the two countries arrived at an agreement in 2020. The Biden administration has largely kept the Trump-era tariffs in place. The former president also said he thought China would try to interfere in the 2024 presidential election. “I think they will, and they won’t be interfering on my behalf. We should go same-day voting, paper ballots, voter ID and no mail-in ballots,” Trump said. Chinese leader Xi Jinping told President Joe Biden that China would not interfere in the 2024 US presidential election when the two men met in November, CNN has reported. But FBI Director Christopher Wray warned Wednesday that Chinese hackers are preparing to “wreak havoc and cause real-world harm” to the US. Trump also praised Xi, whom he described as “a very good friend of mine during my term,” and said, “I want China to do great, I do.” Trump would not say whether he would intervene if China tried taking over Taiwan, arguing that doing so would “jeopardize my negotiating ability with China.” China’s ruling Communist Party views Taiwan as part of its territory, despite never having controlled it, and leader Xi has not ruled out the use of military force to “reunify” the island with the mainland. The US, meanwhile, is obligated under the Taiwan Relations Act to provide Taiwan with the military means to defend itself, something Beijing regards as interference in its internal affairs. CNN’s Jack Forrest and Brad Lendon contributed to this report."
cnn,https://www.cnn.com/2024/02/04/politics/us-retaliatory-military-strikes-iran-cnntv/index.html,"CNN — The US will take “further action” after conducting major airstrikes over the weekend against Iranian-backed militias who have carried out attacks on US troops in the Middle East, national security adviser Jake Sullivan said Sunday. “I would just say that the president was clear when he ordered them and when he conducted them that that was the beginning of our response and there will be more steps to come,” Sullivan told CNN’s Dana Bash on “State of the Union.” Sullivan, in response to Bash asking whether that meant the US was planning additional strikes, said, “What it means is that we will take further action. “I’m not going to, obviously, describe the character of that action because I don’t want to telegraph our punches,” he said. Sullivan’s comments comes after the US has adopted a “multi-tiered” response to the drone attack that killed three US service members and wounded more than 40 others last week. The attack brought the worst loss of US military life in the region in nearly three years and the first US military fatalities since the war in Gaza erupted. On Friday, the US hit 85 targets across seven locations in Iraq and Syria, a significant escalation in tensions between the US and Iran-backed groups attacking American bases across the region in protest of Israel’s war in Gaza. Believed to be funded and trained by Iran, these groups view the US as responsible for Israel’s actions by supplying weapons to the Jewish state and failing to force a ceasefire. The US strikes killed at least 16 people in Iraq, including civilians, and injured 25 others, the Iraqi government said Friday. The attacks hit areas close to the border with Syria and targeted facilities used by Iranian-linked al Hashd al Shabi — or Popular Mobilization Units — in the Iraqi city of Al-Qaim, Iraqi officials said. The US is “still assessing the battle damage” from Friday night’s strikes in Iraq and Syria, Sullivan said, and “our CENTCOM, Central Command, is looking at the capabilities we reduced and the casualties that were incurred.” CNN cannot independently verify the number or nature of the casualties. The next day, the US and UK conducted strikes on at least 30 Houthi targets in Yemen from air and surface platforms, including fighter jets, with the support of several other countries. Saturday’s strikes specifically targeted Houthi weapons storage facilities and equipment. The Houthis responded by saying they will not stop until Israel ends its operations in Gaza. As to whether the US is now embroiled in a regional conflict, Sullivan maintained that the Iran-backed militia attacks on US forces in Iraq and Syria are separate from the Houthi strikes on Red Sea shipping, calling them “distinct but related challenges.” But he said that Tehran is at the center of most of it. “Iran has a significant and pernicious responsibility for much of the instability in the Middle East,” he said. “And that has to be factored into how we approach everything that we’re doing and how Israel has to approach everything it’s doing.” The Biden administration is threading a needle – it wants to deter and stop further attacks but avoid a full-scale conflict with Iran in a region already roiled by the continuing Israel-Hamas war. “We are not looking to take the United States to war,” Sullivan said. “So we are going to continue to pursue a policy that goes down both of those lines simultaneously, that responds with force and clarity, as we did on Friday night, but also that continues to hew to an approach that does not get the United States pulled into a war that we have seen too frequently in the Middle East.” Asked whether the US would rule out strikes inside Iran, Sullivan said he is “not going to rule in and rule out any activity anywhere,” but that “the president will do what he thinks needs to be done.” A senior administration official previously confirmed to CNN that the US will not attack on Iranian soil and will focus only on targets outside of the country. Tehran has repeatedly said it does not seek conflict. On Friday, Iranian President Ebrahim Raisi said his country will not initiate a war but will “respond strongly.” CNN’s Jack Forrest, Haley Britzky , Kevin Liptak , Oren Liebermann and Nadeen Ebrahim contributed to this report"
cnn,https://www.cnn.com/2024/02/03/politics/biden-trump-2024-election-great-lakes/index.html,"CNN — Just how does Joe Biden win reelection? National polls show him trailing Donald Trump more often than leading him – a rare position for an incumbent to be in at this point in the campaign. These national polls, though, mean little. You win elections state by state through the Electoral College. Back in 2020 , the closest battleground states (i.e., those decided by 3 points or less) were either around the Great Lakes (Michigan, Pennsylvania and Wisconsin) or along the Sun Belt (Arizona, Georgia, Nevada and North Carolina). Biden would be reelected if he wins all the states in either region, so long as he also carries the remaining states he took in 2020. At this point, though, it seems his easiest path to a second term runs through the Great Lakes rather than the Sun Belt. Look at two Fox News polls released Thursday. Biden and Trump were tied in Wisconsin – a state the president won by less than a point in 2020. In Georgia, another state Biden won by less than a point four years ago, Trump held an 8-point edge. These Fox News polls are not outliers. Trump hasn’t led (even within the margin of error) in any Wisconsin poll this cycle that meets CNN’s standards for publication. On the other end, he hasn’t trailed in any Georgia poll in well over a year. Former President Donald Trump meets with members of the International Brotherhood of Teamsters at their headquarters in Washington, DC, on Wednesday, January 31. Andrew Harnik/AP Related article The union vote is becoming more Republican These two states fit within a larger pattern we’ve seen in the polling data. Trump has generally had a clear advantage in Arizona , while Biden and Trump have traded leads in Pennsylvania. Recent Pennsylvania polls from Franklin & Marshall College and Quinnipiac University gave Biden a slightly higher vote share than Trump, but his advantage was within the margin of error. Likewise, the polling in Nevada has generally been strong for Trump. The limited North Carolina polling hasn’t been great for Biden either. Biden’s weakest state in the Great Lakes battleground surveys has been Michigan , though he has polled better there than any Sun Belt swing state. He’s also done better in Michigan polls of likely voters than of registered voters. This includes the New York Times/Siena College survey last fall that found him down 5 points to Trump among registered voters, though tied among likely voters. (That large gap between registered voters and likely voters fits with what we’ve seen nationally and may be greater in Michigan because the state has universal voter registration . In other words, Biden is doing worse among those less likely to vote.) Biden and United Auto Workers chief Shawn Fain, left, meet with autoworkers in Warren, Michigan, on February 1, 2024. Kevin Lamarque/Reuters National trends The fact that Biden is doing better in the Great Lakes than the Sun Belt makes a lot of sense when you look at national polls. Folks like me have been pointing out for a long time that Biden is seeing historically weak support for a Democrat among Hispanic and Black voters nationally . Hispanic voters make up a disproportionate share of the electorate in Arizona and Nevada compared with on the national level. Black voters make up a disproportionate share of the electorate in Georgia and North Carolina compared with nationwide. The racial group Biden has tended to hold his own with is White voters. Recent polls from CNN/SSRS , The New York Times and Quinnipiac have Biden doing about as well with this demographic as he did in 2020 . White voters made up at least 80% of 2020 voters in Michigan, Pennsylvania and Wisconsin, according to both the network exit polls and data from the US Census Bureau. They were somewhere between 67% and 71% nationally in the two data sets. President Joe Biden speaks to members of the United Auto Workers in Warren, Michigan, on February 1, 2024. MANDEL NGAN/AFP/AFP via Getty Images Related article Biden campaign faces its greatest test: rebuilding his 2020 coalition Michigan is the Great Lakes swing state where White voters make up the lowest share of the electorate. Again, this fits with the state being the Great Lakes battleground where Biden is doing the worst in 2024. Expect Biden to make a lot more visits to the Wolverine State, like he did earlier this week. Now, none of this is to say that Biden should solely be relying on winning Michigan, Pennsylvania and Wisconsin. Beyond the fact that his Michigan polling hasn’t been good – he’s trailed in a number of polls – Biden would be winning the bare minimum in the Electoral College if he carried those three states plus every state he won by at least 5 points in 2020. Getting exactly 270 electoral votes doesn’t leave Biden with any room for error, especially if he ends up doing worse among White voters than current polling indicates. (This is what happened in 2020.) video Related video Hear why Biden 2020 voter isn’t backing the president this time On the other hand, if Biden starts to improve with Hispanic and/or Black voters, his polling in the Sun Belt could improve. With so much time between now and November, Biden’s got to be giving himself multiple options. Still, if someone was taking bets at this point, Biden’s easiest path to 270 electoral votes seems to be through the North, not the South."
